id,company_name,domain_name,specialties,short_description,about_us,horizontal,technology_segment1,technology_segment2,technology_segment3,technology_segment4,business_model
64195,MassBlurb,massblurb.com,"SaaS,E-Commerce",Mass Blurb runs an SaaS-based online marketing startup focused on restaurants,"MassBlurb competes with LimeTray and PetPooja among others in its business in India. Delhi-based LimeTray had raised an undisclosed amount of funding in its Series A round from Matrix Partners India and others last year. Another firm which provides tech solutions and services to the hospitality industry is Hotelogix, which offers cloud-based SaaS (Software as a Service) solutions for sma ....",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
121395,Contentacle,contentacle.com,"Social Media Marketing,Blogging Platforms,Brand Marketing",Scalable content management for inbound marketers,"Contentacle takes the pain out of content management for teams. They help teams plan, manage and publish their content marketing in one place.  Having the content process all in one place means no more switching between various different applications, which saves time and money.",Enterprise Apps,Marketing,Content Marketing,0,0,Marketing-Content Marketing-0-0
30745,1234Enter,1234enter.com.br,"E-Commerce,Analytics,Education,Small and Medium Businesses,Advertising",SnapLayout is a MySpace profile editor that enables users to better customize their personal page.,1234ENTER is a SaaS that help Small and Medium Businesses to get started in digital marketing.,Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
91075,inStream,instreamglobal.com,"Retail Technology,Marketing,Ad Targeting,Advertising Platforms,Brand Marketing,Advertising","inStream transforms everyday transactions into powerful marketing opportunities with real-time, targeted offer and messaging programs.","inStream is a fast-growing targeted marketing technology company, partnering with national retailers and Fortune 100 brands to increase customer engagement and drive profitable sales. The inStream SmartConnect marketing platform connects our advertisers with value channel shoppers, printing eye-catching ads on the front of the customer‰Ûªs receipt. inStream‰Ûªs software transforms everyday transactions into powerful marketing opportunities with real-time, targeted offer and messaging programs to enhance the shopping experience, increase brand loyalty, and influence sales.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
138194,Krowdster,krowdster.co,"Crowdfunding,Analytics,Big Data,SaaS","Krowdster is the first big data powered crowdfunding analytics, optimization and promotion app for campaigns on Kickstarter, Indiegogo & co.","Krowdster is the first crowdfunding marketing platform, designed to optimize & promote rewards and equity crowdfunding campaigns.  ‰ÏÒ Connect with Backers and Super Backers on Kickstarter and Indiegogo  ‰ÏÒ Build a highly targeted and engaged following on Twitter  ‰ÏÒ Get a professional Press Release written and distributed  ‰ÏÒ Reach influencers, journalists and bloggers in your niche  ‰ÏÒ Discover viral content in your niche  ‰ÏÒ Optimize your campaign page setup  ‰ÏÒ And much more‰Û_  Krowdster is a crowdfunding marketing platform for equity and rewards crowdfunding campaigns. We have the world‰Ûªs largest searchable crowdfunding backer directory with over 2 million kickstarter and indiegogo backers, a twitter marketing tool that builds a targeted audience, a press release service and many other features that empower crowdfunders to prepare and run a successful crowdfunding campaign.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Influencer,Marketing-Content Marketing-Content Distribution-Influencer
339113,Traffic Travis,traffictravis.com,"SEO,Marketing,Software,Marketing Automation,SEM,Advertising",Traffic Travis Improve your website's search engine rankings.,"Traffic Travis turns online marketing into a series of simple steps covering market research, search engine optimization and building profitable pay-per-click campaigns. This unique approach levels the playing field for businesses of all sizes and types, ensuring a profitable future online, no matter what the experience or budget.",Enterprise Apps,Marketing,Search Engine Optimization,0,0,Marketing-Search Engine Optimization-0-0
227245,Emailcenter,emailcenteruk.com,0,"Emailcenter UK is a leading email service provider, equipping businesses with advanced software and support services.",Emailcenter UK Limited is the UK‰Ûªs leading independent email service provider offering the technology and expertise to implement retention-focused email marketing and behavioural marketing programmes.  Emailcenter was founded in 1999 by current MD Nigel Williams who spotted a gap in the marketplace for using email effectively as a CRM tool. In 2001 Emailcenter launched the first version of Maxemail which has now been established as one of the premier email marketing technology solutions available.,Enterprise Apps,Marketing,Content Marketing,Content Distribution,Email,Marketing-Content Marketing-Content Distribution-Email
258482,Intlock,intlock.com,"Analytics,Software,Web Development",Web Analytics: Engagement \\Usage Reports,"Intlock is a leading web analytics company, developers of CardioLog Analytics - a usage reporting and analytics solution for Microsoft SharePoint websites.  CardioLog is a complete web analytics solution, with its own tracking agent and data repository, and it includes numerous SharePoint usage reports - among them the portal views reports, portal visitors reports, portal navigation reports, portal search reports and portal growth reports.  Specially built for authenticated environments, CardioLog provides enhanced visitor segmentation - which is available through seamless integration with Active Directory, SharePoint Profiles (SSP) and other user-schemas within the organization.  CardioLog is a web solution which enables users to view reports in different ways. Reports can be easily integrated into portal pages by exporting them to web parts, or launched directly from the CardioLog web application.  Hundreds of global organizations, including Pfizer, International Monetary Fund, VHA, Man Investment, Amdocs, Orange, Republic Services, Barrick Gold, REN, Liberty IU, and SunCorp have chosen CardioLog to monitor site traffic and optimize their customers' online experience.",Enterprise Apps,Marketing,Conversion Rate Optimization,Web Analytics,0,Marketing-Conversion Rate Optimization-Web Analytics-0
323394,Space Chimp,spacechimp.io,"Consulting,Brand Marketing,Web Development,App Marketing,Advertising,Social Media",Hire elite creative and technical talent.,"Space Chimp is embarking on a new economy around the world. Empowered by new technology, workers can now work on their own terms.  Space Chimp seeks to be on the forefront of this remote worker economy by connecting brands looking for the best talent with elite verified remote workers around the world.",Enterprise Apps,Marketing,Content Marketing,Content Creation,0,Marketing-Content Marketing-Content Creation-0
350331,WebDAM,webdam.com,"Digital Signage,Enterprise Software,Open Source",Webdam is a Shutterstock company that offers digital asset management software for enterprises of all sizes.,"WebDAM is a Shutterstock company that offers digital asset management software for enterprises of all sizes. It also offers a web-based platform for enterprises to manage, search, retrieve, and distribute creative files and brands around the world. It also provides creative collaboration, brand control, analytics and reporting, integrations, and enterprise security.   The company‰Ûªs clients include New Balance Shoes, Intel, Danone, Symantec, Salesforce, Santa Cruz Brands, Yakima, CAL, Stanford, UCLA, University of Washington, University of Connecticut, Company, UCLA Health System, IDB, and more.    WebDAM was launched by Steve Rabkin and Jody Vandergriff in 2005 and is based in San Mateo, California.",Enterprise Apps,Marketing,Content Marketing,0,0,Marketing-Content Marketing-0-0
273321,MailerLite,mailerlite.com,Enterprise Software,MailerLite is the simplest email marketing tool for small business. Forget complex settings and unnecessary features.,"MailerLite is the simplest email marketing tool for small business. Forget complex settings and unnecessary features. MailerLite is so easy, that anyone can create and send beautiful email newsletters, manage subscribers and track results. Try it at http://www.mailerlite.com",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Email,Marketing-Content Marketing-Content Distribution-Email
105933,UserReplay,userreplay.com,"Technical Support,Customer Service,Software",Customer experience management software that dramatically improves conversion rates.,"UserReplay tracks every user‰Ûªs journey and using a sophisticated event-flagging system uncovers previously impossible or extremely difficult-to-uncover problems with their customers‰Ûª websites that can lead to targeted UX improvements with directly measurable uplifts in conversion rates.  UserReplay identifies all the main categories of conversion barriers: usability problems, confusing business logic, technical problems and performance problems and enables these problems to be prioritised by analysing their impact on conversion and sales.  UserReplay can also be used to enhance customer service, prevent fraud and recover abandoned baskets. It is used by over 20 leading brands in the UK, Continental Europe and the US including US retailers Crate and Barrel and HH Greg.",Enterprise Apps,Marketing,Conversion Rate Optimization,Web Analytics,0,Marketing-Conversion Rate Optimization-Web Analytics-0
186288,Animatron,animatron.com,"Computer,Video,Animation,Real Time",Empowers businesses and individuals to be video and animation creators. Offers 2 online products: Wave -video editor Studio -animation maker,"Animatron is an easy-to-use and powerful online animated video maker that enables users to create stunning animations and videos right in the browser. It features a free Marketplace with hundreds of pre-animated characters, props and backgrounds that allows creating animations with a simple drag-and-drop. Users can create stunning animations and videos right in the browser. Animatron is cloud based: no installations and no plugins are needed. It‰Ûªs built on the newest and safest HTML5 technology which allows for the universal playback, both on desktop computers and mobile devices.  Unlike other online animation makers, Animatron offers advanced drawing tools and allows animating own drawings and other objects. Users can import video or take advantage of free marketplace with animated characters, props, and music. While many other online animation makers limit animation creation to templates which promote their own branding rather than its user's style, Animatron allows importing custom content and offers a popular whiteboard animation: no limits to creativity. Voiceover allows adding voice to the animation. Easings will make animation look more natural. Interactivity allows setting actions (like ‰ÛÏOpen URL‰Ûù) to any objects on canvas.   Product Overview - Create videos, animated presentations, whiteboard animation, explainer videos, product demos, HTML5 banners, social media ads, animated cartoons, GIFs & images - Choose from hundreds of animated characters, props, and music, or add your own - Playback on mobile and desktop - Real-time collaboration  - Compatible with Adwords and DoubleClick - Voiceover, easing, Google fonts - Export Video or HTML5, SVG, GIF, PNG  formats - Import your own images, audio, video, fonts",Enterprise Apps,Marketing,Content Marketing,Content Creation,0,Marketing-Content Marketing-Content Creation-0
273584,Make Web Video,makewebvideo.com,Software,Make a video online for you business,"http://www.MakeWebVideo.com provides an online service that let anyone create a video presentation for promoting a business, event or website.   The company has developed a patent pending technology that removes the complexity of producing professional video presentations. Users just need to pick a template, upload their pictures, video recordings and write a few lines of text. Then, the company's system will generate a video using Adobe After Effects. The video will be ready for download within 1 hour.  Because the company's system has eliminated the need of manual labour when producing Adobe After Effects videos, they are offering such videos for a much lower price than the traditional companies that produce such videos.  The company aims to be the preferable way for small businesses to get a promotional video presentation. Thanks to the simple and intuitive web interface of their web application, anyone can easily generate a video presentation with their own pictures, video recordings and music. They offer a free trial video, so users can see how the video presentation will look like prior to purchasing the final, Full HD video presentation.",Enterprise Apps,Marketing,Content Marketing,Content Creation,0,Marketing-Content Marketing-Content Creation-0
315882,Sentori,sentoriapp.com,"Social Media Marketing,Software,SaaS,Email Marketing,Social Media,CRM",Sentori provides companies with marketing solutions across a range of platforms.,Sentori is an email and social marketing software that makes it easy for SME's to build and report on intelligent marketing campaigns.   The team behind Sentori worked for a decade as an email marketing agency and applies this hard-won experience to the platform's development.,Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
57310,Explee,explee.com,"Presentations,Public Relations,Video",Explee is a cloud-based application that allows users to create visual and dynamic animated videos.,"Explee is a cloud-based application that allows users to create visual and dynamic animated videos. With Explee, users can create and display their videos from the browser, computer, iPad or iPhone and always have the latest version of their work at their fingertips.",Enterprise Apps,Marketing,Content Marketing,Content Creation,0,Marketing-Content Marketing-Content Creation-0
69188,Raw Shorts,rawshorts.com,Software,"RawShorts helps businesses create explainer, demo, and marketing videos for the web with a DIY drag and drop video builder in the cloud.","RawShorts helps businesses create explainer, demo, and marketing videos for the web with a DIY drag and drop video builder in the cloud. Users can browse its catalog of industry specific templates to make videos that are appropriate for their businesses; upload the videos and customize it by adding media, text, transitions, effects, and audio;  and share them on YouTube, Facebook, landing pages, and more. The software is used by businesses and startups, marketing professionals, and training and educational institutions. RawShorts was launched in 2013 and is operated from Miami Beach, Florida.",Enterprise Apps,Marketing,Content Marketing,Content Creation,0,Marketing-Content Marketing-Content Creation-0
314297,Screaming Frog,screamingfrog.co.uk,"Search Engine,SEO,Software,Advertising","Founder & Director of Screaming Frog, a UK search marketing agency. Gooner. & Philanthropist.","Founder & Director of Screaming Frog, a UK search marketing agency. Gooner. & Philanthropist.",Enterprise Apps,Marketing,Search Engine Optimization,0,0,Marketing-Search Engine Optimization-0-0
241835,STAT Search Analytics,getstat.com,"Digital Marketing,SEO,Analytics","Since 2009, we‰Ûªve been providing fresh, unlimited, location-based search data for some of the world‰Ûªs largest and nimblest online brands","STAT Search Analytics is a Vancouver-based tech company that‰Ûªs working to rewrite the book on what it means to make enterprise software. From our expansive, custom-built Railtown-office, we help our clients tackle big SEO analytics challenges in a huge range of industries ‰ÛÓ from travel and hospitality, to digital marketing agencies, to retail and social media.  We‰Ûªre a team of thirty friendly people tackling big analytics for some of the world‰Ûªs best SEO professionals. Keeping ahead of the experts is a tall order ‰ÛÒ but we‰Ûªve been at it since 2009, and we wouldn‰Ûªt have it any other way.  STAT is privately owned and 100 percent revenue-funded, with a growing client roster that includes some of the world‰Ûªs largest online brands. We offer flexible hours, a collaborative environment, lots of holiday and tons other benefits, and you can even bring your dog to work!",Enterprise Apps,Marketing,Search Engine Optimization,0,0,Marketing-Search Engine Optimization-0-0
319208,Sistrix,sistrix.com,"Search Engine,Analytics,SEO,SaaS,Semantic Search",Sistrix is a technology company that develops SEO tools for professionals to use.,"Founded in 2004 as a SEO and consulting company Sistrix launched the Sistrix toolbox product in 2008 to monitor SEO, SEM and linkbuilding progress of your and your competitors domains.  The german toolbox quickly became the market leading product and in 2010 Sistrix launched the beta for the UK, italian, french and spanish market.  The Sistrix Toolbox helps you spot SEO- and SEM-actions, analyze them and make the right decisions. You get insights into current trends and can trace how projects developed in the past. Based on a huge datapool, we can show relevant key-figures clearly and give you the possibility to use detailed analysis to closer examine the implementations and impact of certain courses of action.",Enterprise Apps,Marketing,Search Engine Optimization,0,0,Marketing-Search Engine Optimization-0-0
350289,Web CEO,webceo.com,"SEO,Software",Web CEO is one of the top 5 developers of desktop and online SEO software for website optimization (according to a variety of independent,"Web CEO is one of the top 5 developers of desktop and online SEO software for website optimization (according to a variety of independent reviewers of SEO tools). Competitors in the desktop SEO software industry include SEO Elite and Link Assistant as seen via a Google search for 'SEO Software'.  Competitors in the cloud-based (online) SEO software industry include Moz, Raven, Brightedge, Hubspot, Conductor and Covario.  The company has been in the software developing and telecommunication business since 1992. Web CEO as a separate project (SEO, site management and traffic analysis software) started in 2000.   In the fall of 2011, the company began offering an online SEO tool-set as a white label solution for hosting companies, CMS companies, enterprise marketing software companies and large SEO and web development agencies.  Web CEO Ltd is a privately held, financially secure & self-funded company.",Enterprise Apps,Marketing,Search Engine Optimization,0,0,Marketing-Search Engine Optimization-0-0
52196,Biteable,biteable.com,"Content Creators,Video Editing,Software,Video",Biteable allows everyone to be able to create animated videos by making it as simple as creating a Powerpoint presentation.,"We think anyone should be able to create delicious animated videos so we‰Ûªve made it as simple as creating a Powerpoint presentation. No more waiting weeks for video production. Just build your videos online, preview and share with your team before you spend a dime.",Enterprise Apps,Marketing,Content Marketing,Content Creation,0,Marketing-Content Marketing-Content Creation-0
42445,Parrut,parrut.com,"E-Commerce,Social Media Marketing,Loyalty Programs,Gambling,Advertising",Parrut is a social marketing platform for small businesses to influence and track referrals across the web.,"Parrut is a social marketing platform for small businesses to utilize in their efforts to influence and track referrals across the web.  Parrut provides lightweight social marketing tools (i.e. referral programs, sweepstakes functions, etc.) to help customers drive growth through existing customers.  Parrut is NYC born & bred.",Enterprise Apps,Marketing,Social Media Monitoring,0,0,Marketing-Social Media Monitoring-0-0
130664,Wombat,getwombat.com,"Analytics,Apps,Mobile,Mobile Apps",Word of mouth as a service for mobile apps.,"Apps are in trouble in terms of downloads and retention. Word of mouth remains the superior way to grow any business.  Wombat helps app owners unlock word of mouth for their apps in a fun, friendly, plug-and-play way that takes minutes to get up and running. The focus is not only on identifying and acting on the mobile users' 'happy place', but also actively bringing them to that place using elements from influence psychology.  So if you have a good app and an initial user base, and you want to make it grow without decoding meaningless graphs and managing complicated funnels, get Wombat and survive the zero-downloads App-ocalypse.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Mobile,Marketing-Content Marketing-Content Distribution-Mobile
48801,Wideo,wideo.co,"Advertising,Digital Media,Education,Video,Photography",Provides a simple and intuitive tool that enables people without previous knowledge or training to create quality online videos.,"Wideo is an animated online video creation platform that allows you to create, edit, and share videos online for free. Choose (or upload) images, backgrounds, and music to use in order to create your own online video and share it with the world. Make explainer or demo videos, create educational videos, bring animated e-cards to life and lots more.",Enterprise Apps,Marketing,Content Marketing,Content Creation,0,Marketing-Content Marketing-Content Creation-0
113585,Animaker,animaker.com,Software,Shockingly simple DIY Video Making app,"Animaker, Inc (Do-it-Yourself) is one of the fastest growing SAAS Product company in the content & video making space. we have 700,000+ users all around the world.  It simplifies the process of video making.   Animaker is empowered by talented Engineers & highly creative designers who strongly believe in the mission to make the visual content simple for everyone.    Happy Animating!",Enterprise Apps,Marketing,Content Marketing,Content Creation,0,Marketing-Content Marketing-Content Creation-0
243466,GoAnimate,goanimate.com,"Software,Language Learning,Corporate Training,Education,Advertising,Content Marketing,Cloud Computing,SaaS,Video",GoAnimate provides cloud-based drag-and-drop tools that enable people to create customized videos.,"Making a video used to be difficult, time-consuming, and expensive. Not anymore! GoAnimate is a cloud-based, animated video creation platform.   Videos can and should be everywhere, and are quickly becoming the most prominent form of digital communication internationally. Businesses use videos to train employees, market products and services, and explain complex topics. Educators and students use videos to inspire critical thinking and creativity in the classroom.  Video creation in GoAnimate is controlled through a simple, drag & drop interface. Features like templates, characters, complex actions, backgrounds, props, and automatic lip-synced dialogue allow you to produce a professional video in minutes. Choose between brightly-colored 2D animation, hand-drawn whiteboard animation, or video infographics, which allow you to create engaging animated charts and graphs.  Jump-start effective video creation immediately with hundreds of pre-designed template scenes that have everything you need to hit the ground running as a video creator. You can also build your own scene designs from scratch to create the perfect, unique setting for your video.  GoAnimate has a vast library of animated stock characters to choose from, covering a wide range of activities, industries, and occupations. Select a stock character or customize your own to match brand guidelines, or to look just like you (or your boss!). Give your characters a voice in your videos and they‰Ûªll speak the dialogue for you.  Using video removes barriers between people and is a more efficient way to communicate. Whatever your use may be, GoAnimate allows you to create videos easily and affordably.   Making a video shouldn‰Ûªt be a drag. It should be drag & drop.",Enterprise Apps,Marketing,Content Marketing,Content Creation,0,Marketing-Content Marketing-Content Creation-0
65167,Moovly,moovly.com,"Education,Cloud Computing,Content",Moovly is a cloud-based SaaS digital media and content creation software platform.,"Moovly is a cloud based SaaS digital media and content creation software platform.  Using Moovly users can create multimedia presentations, interactive infographs, animated banner ads, company and product promotion videos and other similar multimedia digital content. Using a combination of uploaded images, videos and sounds, as well as a pre-defined library of objects, users will be able to assemble new content modules and publish them on a variety of platforms (social media platforms, mobile devices, ...) as well as download their content for other uses.",Enterprise Apps,Marketing,Content Marketing,Content Creation,0,Marketing-Content Marketing-Content Creation-0
139652,Livestorm,livestorm.co,"B2B,Lead Management,SaaS","Livestorm help companies make their webinars simpler, smarter and more efficient.","Livestorm help companies make their webinars simpler, smarter, and efficient. It provides advanced post-webinar analytics tools, audience segmentation capabilities, lead management system, and native integrations with CRMs and marketing tools. It focuses on design and technical capabilities of companies. Livestorm was founded in 2016 by Vincent Garreau, Tom Forlini, Robin Lambert, and Gilles Bertaux.",Enterprise Apps,SalesForce Automation,Lead Generation,0,0,SalesForce Automation-Lead Generation-0-0
190430,AtomPark  Software,atompark.com,"App Marketing,SMS",Internet marketing software development,"AtomPark Software is an Internet marketing software development company.  As a Microsoft certified partner and member of the ISDEF (Independent Software Developers Forum), they are proud to produce easy to install and user-friendly software products and services that deliver a fast return on investment for corporate clients, SMBs and home PC users under the Atomic label.  Their business strategy is focused on their customers' and partners' needs, and they continue to grow the size of their satisfied customer base all over the world.  Atomic products designed by AtomPark Software fall into the following categories:  - Bulk Mailers - Email Extractors - List Managers  - Databases - Online Mailers - Online Mobile and SMS - Online List management",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Email,Marketing-Content Marketing-Content Distribution-Email
46803,TestNest,testnest.co,"Test and Measurement,Mobile","A/B testing for apps meta-information: icon, screenshots, description and more","TestNest helps A/B test and discover which icon, screenshots and description generates most app installs.  Game publishing companies, app studios and individual app developers are spending huge marketing budgets to bring their app to attention among potential users. According to Gartner‰Ûªs research global mobile advertisement spending reached $13.1 billion in 2013, will reach $18 billion in 2014 and is projected to reach $41.9 billion in 2017. But not all of the users that land on the App Store page would install the app for various reasons ‰ÛÒ confusing screenshots, unattractive icon, unclear messaging. They are fixing this by letting app owners test and discover which app metadata generates most installs and use only high converting metadata in the App Store.",Enterprise Apps,Marketing,Conversion Rate Optimization,A/B Testing,0,Marketing-Conversion Rate Optimization-A/B Testing-0
151065,Referral Rock,referralrock.com,"Consulting,Marketing Automation,Social,E-Commerce",Referral marketing software for any business,"Referral Rock provides online referral marketing automation software to help any business get more customers using the power of their own network.  Online and offline businesses can design incentive-based programs, enroll existing customers and partners, capture the new leads and sales, then issue rewards automatically.     Referral Rock software automates every step of the process so a business can scale and consistently measure the success of referral marketing programs.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Social Media,Marketing-Content Marketing-Content Distribution-Social Media
33712,CLIQUED.tv,cliqued.tv,"Social Media Marketing,Ad Network,Advertising,Social Media",Engaging #Social Display for Local Businesses,"CLIQUED.tv offers an advertising network of TVs located inside brick-and-mortar locations (such as bars and restaurants), at a critical point-of-sale for global advertisers. Their software enables advertisers to easily access specific locations or geographies of interest, at which they can advertise highly tailored campaigns.  CLIQUED.tv's cloud-based software also serves retail stores and restaurants, boosting their social media presence, creating a more engaging and fun in-store experience for patrons, and displaying marketing content via on-premise TVs. The product is plug-and-play for retail locations, all that is required is a Google Chromecast and an iOS or Android smartphone.   Anheuser-Busch and Diageo have partnered with CLIQUED.tv and are leveraging their extensive distribution networks to scale their footprint of retail locations more quickly. Through such partnerships, they are rolling out into six new states in Q4 2015.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Social Media,Marketing-Content Marketing-Content Distribution-Social Media
347101,Vinmail,vinmail.org,"Web Hosting,Enterprise Software,Web Development",Vinmail enables to send bulk email campaigns using the web based software.,"Vinmail, the cloud based Email marketing service system undertakes the delivery of Email campaigns very impressively. The cost effective, bulk Email Marketing Vinmail software is user-friendly and safe in all respects. It helps Email marketers to contact the potential customers and carry out their online business comfortably. The prime purpose of Vinmail software is to enable Email marketers to send campaigns through bulk mailing and also ensures that the campaigns are delivered perfectly into the Email inbox of the recipients. In Vinmail, there are options for users to know whether the recipients have opened and read the Email, and acted accordingly. It has also got special security settings to deal with online fraudulent activities. The Email software, which ensures bulk Email sending, is integrated with built-in HTML editor, and thus, it helps the marketer to create messages, even if he doesn't have any basic HTML knowledge.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Email,Marketing-Content Marketing-Content Distribution-Email
315980,seoClarity,seoclarity.net,"SEO,Search Engine,Analytics",The Disruptive Enterprise SEO Platform,"seoClarity brings enterprises a radically different approach to search engine optimization. We‰Ûªre not just innovative; from top to bottom, we‰Ûªre disrupting the way large-scale organizations think about their online marketing strategies.   seoClarity achieves innovation in every part of SEO management. Our revolutionary patent-pending machine-learning technology transcends human capability by analyzing billions of pieces of data each day and delivering actionable insights that are unique to your business.   Rounding out our complete approach to SEO innovation is your partnership with our team of advanced data scientists who help boost your current strategy into one that is robust and ever-evolving. With seoClarity on your side, you‰Ûªll not only make smarter decisions and achieve measurable results, but also blow past your competition and embrace the tumultuous world of search head on.",Enterprise Apps,Marketing,Search Engine Optimization,0,0,Marketing-Search Engine Optimization-0-0
138389,Ladderr,ladderr.com,Social Media,"Ladderr help you to grow your audience on Social Media. They target, and gather an engaged community.","Ladderr help you to grow your audience on Social Media. They target, and gather an engaged community.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Social Media,Marketing-Content Marketing-Content Distribution-Social Media
314306,Screen Magic,screen-magic.com,"Enterprise Software,CRM,Mobile",Highly interactive & Configurable SMS App on Salesforce,"Screen-Magic Mobile Media is the creator of SMS-Magic Application on SFDC platform and InTxtr - Android App for SMS.  If you are Salesforce Customer, SMS-Magic app lets you interact with your contacts/leads using SMS. It helps you in your customer service, Marketing efforts. Its not just limited to contact or leads, It supports other objects too. You can use their App to build it yourself or take help of implementation partners. SMS-Magic has built great global network to ensure global reach. Its not yet another SMS bulk messaging solution. You need to try it to understand impact it can create in improving your customer experience.  They are putting great efforts and energy to make a world-class product. Feel free to give them your feedback.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Mobile,Marketing-Content Marketing-Content Distribution-Mobile
121237,Concurra,concurra.com,"Analytics,A/B Testing,Web Development",Concurra is an all-in-one platform for on-page website optimization. It provides both on-page analytics & A/B testing in one platform.,"Concurra is an online platform that offers website optimization services for its clients. The platform offers traffic analytics, goal tracking, heat maps, live maps, scroll maps, hover maps, A/B tests, interaction mapping, session exploring, multivariate testing, and action insight services to its clients. Concurra was launched in 2014 by Daniel Ushman and is based in Illinois.",Enterprise Apps,Marketing,Conversion Rate Optimization,Web Analytics,0,Marketing-Conversion Rate Optimization-Web Analytics-0
98795,Poptent,poptent.com,"Advertising,Brand Marketing,Content,Photography,Video,Project Management",Poptent is a social video marketing platform that supports videographers to create and manage video projects from start to finish.,"Poptent is a social video marketing platform that supports professional and freelance videographers to create and manage video projects from start to finish. It offers an array of productivity tools and enables videographers to create portfolios to showcase their work to the professional world. It facilitates relationships between creators and companies seeking solutions to developing branded content. The platform offers threaded discussions, file sharing facilities, and private video sharing options, which help videographers collaborate and assign credit to other creators in their joint projects. Its production capabilities include short form commercials, longer form advertorials, and other video content. RSS feeds, activity monitoring, and status updates allow Poptent members to stay connected with everyone they are following. The platform features an HD-ready video player online, which facilitates viewing and uploading of videos through its video compression codecs. Poptent can be integrated with other popular social networking sites such as Twitter and YouTube. Poptent serves a diverse array of brands such as General Mills, Coca-Cola, GE, Proctor & Gamble, Unilever, Nestle, American Express, LG, Netflix, Frito-Lay, Geico, Novartis, M&M Mars, Budweiser, MillerCoors, Century 21, Callaway Golf, New Line Cinema, Fedex, Anheuser-Busch, NASDAQ OMX, US Bank, New York Life, Amazon, and Nokia. Poptent was launched in 2007 by Rick Parkhill and is operated from Philadelphia, Pennsylvania.",Enterprise Apps,Marketing,Content Marketing,Content Creation,0,Marketing-Content Marketing-Content Creation-0
90379,Ignite Media,ignitemedia.com,"Marketing,Advertising,Mobile","Ignite Media Solutions provides integrated voice, online, and mobile marketing solutions in the television and mobile advertising markets.","Ignite Media Solutions, LLC provides integrated voice, online, and mobile marketing solutions. Its solutions include OnTarget, a behavior response tool; Velocity, a real time campaign reporting tool; and InQueue, a predictive modeling tool. The company serves clients in the television, online, and mobile advertising markets. Ignite Media Solutions, LLC was formerly known as Advanced Interactive Sciences, LLC.   The company was founded in 2003 and is based in Oldsmar, Florida.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
264384,KeywordEye,keywordeye.com,"Search Engine,SEO,Software","Keyword Eye is a suite of affordable, fast, no-nonsense visual keyword, content and competitor research tools.","Keyword Eye is a visual keyword suggestion tool to assist with keyword research. It aims to simplify the process of keyword research for online marketers, business owners and researchers to name a few. Its primary use is for keyword brainstorming prior to a PPC (Pay Per Click) or SEO (Search Engine Optimisation) campaign.",Enterprise Apps,Marketing,Search Engine Optimization,0,0,Marketing-Search Engine Optimization-0-0
310044,Ripenn,ripenn.com,Internet,"Ripenn helps marketers capture ideas, collaborate, and create editorial calendars.","Ripenn helps marketers capture ideas, collaborate, and create editorial calendars. It provides its users with content suggestions from sources such as what people are searching for on Google, questions asked on Quora, and popular content across social networks. Its mobile app lets users store their ideas. Its collaborative document editor allows teams to write together, manage versions of the document, compare changes, and discuss all in the same interface. Ripenn was launched in 2013 by Josh Sturgeon and its operations are based in Boston, Massachusetts.",Enterprise Apps,Marketing,Content Marketing,0,0,Marketing-Content Marketing-0-0
286056,Netmera,netmera.com,"Mobile,Android,Cloud Computing,iOS,Software",Netmera offers custom software development services for mobile apps and e-commerce consulting services.,"Netmera offers custom software development services for mobile apps and e-commerce consulting services. The company offers push notifications services based on user bahavior, geographic location and tags. The company was founded in 2011.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Mobile,Marketing-Content Marketing-Content Distribution-Mobile
