ID,company_name,domain_name,industry,industry_segments,horizontal,Segment,technology_segment_2,technology_segments,business_solutions_tst,short_description,about_us
62167,Kapta,kapta.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Finance and Accounting,Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Kapta is an enterprise Key Account Management platform designed for the accounts that matter.,"Kapta provides executives with a cloud-based system to clearly communicate company goals, track every employee’s expected contribution and review overall status through a real-time dashboard.   Headquartered in Boulder, Colorado and founded in 2012, Kapta gives executives a clear line of sight into each team member’s performance and the system’s easy-to-use alignment tools keep employees on track in less than five minutes each week. Kapta’s intuitive input process virtually eliminates “work about work” and instead provides employee alignment and executive feedback to successfully scale your business."
63371,LIQID Investments GmbH,liqid.de,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Digital Wealth Management,"LIQID Investments GmbH was established in February 2015 by an internationally experienced five-member founding team. At the core of LIQID is an intuitive digital platform. LIQID combines the expertise, investment instruments and terms available to leading family offices, and makes them available to a new generation of successful entrepreneurs, professionals and other affluent individuals.   The investment strategies available on the company's mobile, digital solution were developed in collaboration with HQ Trust, one of the oldest and largest multi-family offices in Europe. In addition, LIQID has partnered with the Berlin-based early-stage investment fund Project A Ventures. Following a pilot phase with selected customers LIQID plans to launch its service in spring 2016. The team is based in Berlin."
64603,Meridian-IQ,meridian-iq.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Meridian-IQ offers a sales and marketing workflow engine and advanced database of registered investment advisors.,"Meridian-IQ's next generation sales and marketing workflow engine now incorporates the deepest and most accurate advisor database, including deep data from S&P Capital IQ on Registered Investment Advisers (RIAs) and Broker-Dealers (BDs) from the directories formerly known as the 'Blue Book' and 'Red Book', which lever relationships spanning up to 25 years, in combination with cutting edge time management tools and business planning software."
65112,Money Forward,moneyforward.com,Financial Services,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Finance and Accounting,Fintech:Digital Banking,Fintech:InvestmentTech,Fintech:Omni Channel Banking,Fintech:Personal Finance Management","Credit risk assessment,Crossborder payment",Money Forward provides online personal accounting solutions that enable individuals to better manage their daily expenses.,"Money Forward provides online personal accounting for individuals, allowing them to easily manage their daily expenses by integrating with their bank passbooks and credit purchase history with information scraped from their web bank and credit accounts. The service is also available for desktop, as well as iOS and Android platforms. The company also announced that it will launch a cloud-based accounting service for individual and corporate users, and it will also start publishing an online newsletter."
65313,mTusker,mtusker.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Consumer Apps:Online retail,Fintech:Digital Banking,Fintech:Omni Channel Banking,IaaS:Compute as a Service",Credit risk assessment,"mTusker offers businesses with a software program that enables them to manage sales, data, and production.","mTusker is a business software program accessible online to any company that desires to have a seamless easy system to manage sales, data and production. With this unique program, we combine the best aspects of Do It Yourself and guided professional customization and code development.     Big businesses have had the financial resources to create sophisticated software programs to increase productivity, and accelerate their growth for nearly half a century."
65571,"MoneyComb, Inc.",mymoneycomb.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Personal finance app for smarter spending,"MoneyComb is a personal finance application that helps people make smarter spending choices to increase both happiness and financial wellness.  Developed in collaboration with Dan Ariely and Duke University, we combine cutting edge research, time-tested wisdom and your own money mindset to craft a custom spending allocation based on who you are and how you want to spend."
66803,Onovative,onovativebanking.com,Financial Services,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Content Distribution,Enterprise Apps:Content Marketing,Enterprise Apps:Marketing,Enterprise Apps:OmniChannel,Fintech:Digital Banking,Fintech:Omni Channel Banking","Co living spaces,Credit risk assessment",Marketing Automation and Customer Analytics for Banks and Credit Unions,"Banks and Credit Unions need to expand their relationships with their current customers, and be more effective at gaining new ones. Unfortunately, the core processing systems that house their data often use legacy technology and can't connect to external services. Our primary solution Core iQ, serves as a 'bolt on' system that pulls data from an institution's core system to make it more easily accessible and allows it to trigger external systems to send emails, SMS texts, physical letters, post cards, etc. All in the hopes of solidifying the institution's relationships with their customers and learning more about what the customer wants. We are disrupting the industry of bank software providers with no-contract, easy to install software that any bank can afford."
67256,Pagido,pagido.de,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Pagido provides factoring and bill generation services for freelancers in Germany.,"Pagido provides bill generation, financial administration, and factoring services for freelancers in Germany."
69960,RSK Labs(Rootstock),rootstock.io,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,RSK is the first open-source smart contract platform,"RSK is the first open-source smart contract platform with a 2-way peg to Bitcoin that also rewards the Bitcoin miners via merge-mining, allowing them to actively participate in the Smart Contract revolution. RSK goal is to add value and functionality to the Bitcoin ecosystem by enabling smart-contracts, near instant payments and higher-scalability."
70032,Rubicoin,rubicoin.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Rubicoin gives straightforward instructions on how to buy shares and clear choices on what shares to buy throughout your investing life.,"Rubicoin is a financial investment tools maker that is designed to transform individuals into investors. It also helps people shape their financial future by empowering them start investing. They offer its users with instructions on how to buy shares and clear choices on what shares to buy under various economic environments in the present and future. Rubicoin is available on iPhone, iPad, and iPod as two apps namely invest and learn app. Users can sign up with an email and password. The company is partnered with The Motley Fool, DriveWealth, and robinhood and empowers individuals to build an online investment community. Currently its users can refer short and easy to understand audio lessons for the basics, explore curated company stock profiles and recommendations, receive premium investment advice, and watch trends in stock preferences. Rubicoin is an Ireland-based company that was founded in 2014 by Emmet Savage and John Tyrrell."
71710,Sociogramics,sociogramics.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,"Sociogramics uses emerging data-sets coupled with machine learning expertise to improve online identity, employment and income verification.","Sociogramics launched in 2011 on the premise that existing scores and methods for sorting and assigning consumer behaviors are obsolete in an era of Big Data. We are leveraging emerging data sets coupled with our team's machine learning expertise to fundamentally improve online identity, employment and income verification."
71788,Solovis,solovis.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Bookkeeping,Enterprise Apps:Finance and Accounting,Fintech:Digital Banking,Fintech:Omni Channel Banking","Digital Insurance,Credit risk assessment",Solovis is a revolutionary software platform designed for investment managers who focus on multi-asset and multi-manager portfolios.,"Solovis is a revolutionary software platform designed for investment managers who focus on multi-asset and multi-manager portfolios. Whether a family office, endowment, foundation, fund of fund or RIA, Solovis is designed to flexibly define and report on your investment world. Solovis allows data aggregation for hedge funds, private equity funds, portfolio companies, direct securities and other asset types from service providers, accounting systems or directly within the system itself. You can supplement data at any level of investment including estimated performance, proxied performance, risk exposure, etc and report internally and externally on any custom defined tag set, investment, or entity. The system features customizable reporting, document management, relationship management and many other features that help make Solovis 'One Platform For All Your Assets.'"
72160,Spotware Systems,spotware.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Spotware offers technology solutions that focus on electronic trading within money markets and foreign exchange.,"cTrader is a neutral technology provider, specializing in electronic trading within money markets and Foreign Exchange. The company provides an ECN trading environment in a transparent manner to the Forex industry. Conducting business worldwide, cTrader is a client-focused company, constantly engaged in supplying unbiased trading software to its FX partners, adding value to the market"
72550,Strides Software Solutions,stridessoftware.com,Financial Services,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Call Centre,Enterprise Apps:Customer Service Managament,Fintech:Digital Banking,Fintech:Omni Channel Banking","ABM Software,Credit risk assessment",They are a young dynamic team focussed on tissue banking solutions.,"They are a young dynamic team focussed on tissue banking solutions. Their passion lies in contributing to the life saving tissue banking industry through innovative software products which would help the tissue banking industry in their cause and help them be error free, effecient, effective and address the need of the patients on time.  Their team collaborate across different sections of tissue banking along with technology domains and create innovative products that meet their customer needs and comply with tissue banking industry.  In addition to strong stable solutions, they also deliver expert training, software support and a world class service."
73235,TaxBestimates,taxbestimates.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,TaxZestimates puts more money in your pocket with each paycheck.,
73595,Exchangery,theexchangery.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Exchangery helps people start novel commodities exchanges.,"The Exchangery offers a unique approach to starting a commodities exchange.  We provide the technology, infrastructure, regulatory and clearing relationships as well as brandable trading screens that you can use to create a distinct, personalized online presence for your exchange."
73614,TheFormTool,theformtool.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Collaboration,Enterprise Apps:Content Management,Fintech:Claim resolution,Fintech:Digital Banking,Fintech:InsuranceTech,Fintech:Omni Channel Banking","cognitive computing,Co-working spaces,AI in HR,Budget Planning tools,Credit risk assessment",TheFormTool develops document assembly and forms automation software that enables users to create documents in Microsoft Word.,"TheFormTool, Inc. develops document assembly and forms automation software. The company offers TheFormTool that enables to create documents in Microsoft Word, including form rep and engagement letters, and fee agreements, as well as automates patient histories and insurance claims, audit checklists and control questionnaires, and interview reports and personnel items. It serves doctors, dentists, and accountants; estimators and bidders for contractors; environmental risk evaluators; pathologists and medical examiners; hospital administrators; computer network hosting firms; insurance companies and actuaries; estate planners and financial consultants; and others."
74416,Treasy,treasy.com.br,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Treasy is an online solution provider for planning and controlling with a fine cost-benefit ratio in the market.,"Treasy is an online solution provider for planning and controlling with a fine cost-benefit ratio in the market. With it, users have the ability to realize their business budget collaboratively and compare the results monthly with what was planned, easily identifying where the gaps are. It allows its users to make adjustments in time to take advantage of opportunities or prevent problems that can take place in their company’s planned course.  Treasy has provided resources such as business decentralized budget; projections, simulations, and scenarios; monitoring planned realized history; reporting and analysis management; graphics and performance indicators; and integration with users’ ERP and accounting to assist their companies to continually improve financial results. It also helps companies with the adoption of budget management methodology and implementation of management practices that are contributing to continuous improvement of the financial results of its customers.  Treasy is based in Joinville."
74579,Trovata,trovata.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Cash & automation,
77205,ZeroPaper S/A,zeropaper.com.br,,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Finance and Accounting,Enterprise Apps:Invoice Management,Fintech:Digital Banking,Fintech:Omni Channel Banking","AI in Agriculture,Credit risk assessment",Financial Management for Small Companies,"The easiest and smartest way to manage the finances of small businesses.  ZeroPaper is a web platform that combines software and services that increase the chances of survival of micro and small enterprises. ZeroPaper generates detailed reports and tracks key indicators,enabling the small business owners to manage their finances efficiently. It also provides interactive tutorials to teach them how to use these reports and indicators. ZeroPaper perform service of issuing eletronic invoices and also compares certain common expenses in similar markets with similar businesses, and automatically advises users where they can make their business more efficient."
77519,"2nd Story Software, Inc.",2ndstorysoftware.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,2nd Story Software develops and markets tax preparation software and web-based services.,"2nd Story Software, Inc. develops and markets tax preparation software and Web-based services. Its products include TaxACT, a Web-based platform that offers alerts system to prevent mistakes caused by omissions; two way data entry, including interview format, or the forms-based entry method; and federal electronic tax preparation, printing, and electronic filing services to American taxpayers. 2nd Story Software, Inc. was founded in 1998 and is headquartered in Cedar Rapids, Iowa."
77969,Acorn Systems,acornsys.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,"Acorn Systems Inc. provides companies with profitability and cost management solutions, Microsoft Dynamics AX Customers with New Solution.",
78029,Active Endpoints,activeendpoints.com,Telecom,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Active Endpoints is a process automation company offering a cloud-based and on-premise platform for custom apps.,"Founded in 2003, Active Endpoints, Inc. is a process automation company that has built unique cloud-based and on-premise platforms to develop, integrate and deploy custom applications quickly and easily, thereby generating significant ROI for our customers.   Our products Cloud Extend, ActiveVOS Enterprise and ActiveVOS Service Provider Edition target sales domain experts, IT project teams, business process outsourcers and cloud service providers. We have hundreds of customers worldwide from large enterprises to SMBs, spanning multiple industries including telecommunications, government, financial services and media and entertainment. Active Endpoints is headquartered in Waltham, MA with development facilities in Shelton, CT.  ActiveVOS - A process automation platform for IT Project Teams The underlying architecture for the cloud-based and on-premise products is ActiveVOS, a highly scalable platform that is multi-tenanted and supports multi-cloud clustering. Enterprises of all sizes that compete by leveraging their own IT project teams typically deploy their mission-critical applications on-premise using ActiveVOS Enterprise Edition. Business process outsourcers and cloud service providers typically deploy their solutions in public and private clouds using ActiveVOS Service Provider Edition.  Cloud Extend - Do It Yourself process automation for citizen developers Cloud Extend represents a new wave of 'consumerizing' enterprise applications. The goal of Cloud Extend is to enable domain experts with no IT skills to add process/workflow to SaaS applications. Cloud Extend offers the ability to guide users through a series of steps within a SaaS application to control and automate routine activities that matches the way your business operates. Cloud Extend also has a goal of making it easy to integrate cloud-to-cloud applications, as well as with on-premise solutions. The first iteration of Cloud Extend targets the Salesforce platform, with plans to expand to other SaaS anchor applications."
78047,ACTIV Financial Systems,activfinancial.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,ACTIV Financial Systems provides market data services for electronic trading strategies.,"ACTIV Financial Systems, Inc. provides market data services for electronic trading strategies. It offers Feeds, which delivers low-latency feeds; and ActivMiddleware, a layered suite of shrink-wrapped software components and services for building large-scale real-time distributed systems. The company also provides ActivMessaging, a messaging substrate, which delivers arbitrarily large messages over shared memory; ActivDatabase, a real-time database engine; and ActivWorkstation, a tick market data interface, which offers pre-opening market data, net-order imbalances, and full tick coverage data. In addition, it offers content from various exchanges, and co-mingles that content with corporate actions, fundamental data, news, and time series data, as well as operates as a Vendor of Record for equity, derivative, and commodity exchanges. Further, the company provides algorithmic and electronic trading, global enterprise distribution, DMA and trading platform, tick capture engines and back testing, and market making and auto-quoting solutions. Furthermore, it offers technology management, content management, and support services. The company serves market making communities, brokerage and OMS/EMS/DMA providers, proprietary traders, buy side participants, and hedge funds managers. ACTIV Financial Systems, Inc. was founded in 2002 and is headquartered in Chicago, Illinois with additional offices in New York City, New York; Wheaton, Illinois; Cambridge, the United Kingdom; Singapore, Singapore; and Tokyo, Japan. The company also has datacenters in Toronto, Hong Kong, and London."
78059,Actua Corporation,actua.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking,IaaS:Compute as a Service",Credit risk assessment,"Actua brings the power of the cloud to industry-specific vertical markets, including government, compliance, wealth management & insurance.","Actua Corporation (NASDAQ: ACTA), the multi-vertical cloud company, brings the power of the cloud to vertical markets and processes. Actua is pioneering the second wave of the SaaS revolution – the vertical wave – by growing cloud businesses that are transforming their markets. With more than 800 employees delivering unrivaled domain knowledge, agility and responsiveness to our customers, Actua’s rapidly growing vertical cloud businesses are positioned to lead this wave. For the latest information about Actua and its brands, please go to www.actua.com."
78775,Alkami Technology,alkamitech.com,Financial Services,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Alkami Technology is a software company focused on providing e-banking solutions to the financial services industry.,"Alkami Technology is a privately-owned software company focused on providing eBanking solutions to the financial services industry.  Alkami's eBanking solution represents a quantum leap forward in the level of control and customization given to the institution while revolutionizing the user experience provided to customers and members. With its modern interface, customizable feature set, intelligent content delivery, and financial management tools, Alkami eBanking enables institutions to build stronger relationships with their customers via the online channel. Learn more about Alkami eBanking and our Oxygen Platform by exploring our site."
79413,Applimation,applimation.com,Telecom,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,"Applimation provides enterprise data management solutions for Oracle, SAP, PeopleSoft, and Siebel applications.","Applimation, Inc. provides enterprise data management solutions for Oracle, SAP, PeopleSoft, and Siebel applications.  It offers Informia, a data management suite that enables organizations to manage structured and unstructured data in production environments, as well as provides an integrated platform for application data management in non-production environments.  The company serves corporations, government agencies, and mid-sized and emerging companies in financial services, process and discreet manufacturing, hi-tech, business services, telecom, retail distribution, and public sector industries.  Applimation, Inc. was formerly known as Crystallize, Inc. The company was founded in 1998 and is headquartered in Chicago, Illinois with additional offices in North and South America, Europe, the Middle East, Africa, and the Asia Pacific. As of February 13, 2009, Applimation, Inc. operates as a subsidiary of Informatica Corp."
79683,Arroweye Solutions,arroweye.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Digital Payments,Fintech:Omni Channel Banking","Enterprise Collaboration,Credit risk assessment",Arroweye Solutions is a single-source provider of innovative card marketing and production solutions for the payment card industry.,"Arroweye Solutions is a single-source provider of innovative card marketing and production solutions for the payment card industry. It engages in the production and marketing of customized plastic gift, incentive, and payment cards and carriers.  The services that Arroweye Solutions offers include on-demand digital card printing and fulfillment, eCommerce, marketing, customer, and creative services and card solutions for gift services for e-commerce, closed loop gift cards, open loop cards, prepaid and stored value cards, credit and debit cards, and reward and incentive cards.  It provides fully-digital card solutions approved by Visa, [MasterCard](http://www.crunchbase.com/organization/mastercard), [American Express](http://www.crunchbase.com/organization/americanexpress), and Discover and continues to partner with some of the largest prepaid, credit and debit card programs in the financial and card services industries.  Arroweye Solutions was established in 1999 and is based in Chicago, I.L."
80142,Avangate,avangate.com,Retail,,Fintech,Digital Banking,Ommi Channel Banking,"Consumer Apps:Online retail,Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Avangate powers commerce for the modern digital business.,"Avangate is the modern Digital Commerce service that helps digital businesses launch new products and grow faster, maximize revenue from every customer, and instantly conduct business in over 180 countries. Powered by a proven cloud platform and global commerce expertise, Avangate frees digital business leaders from the complexities of building and operating their own commerce infrastructure.  Avangate powers modern Digital Commerce, finally solving the complexity of online commerce, subscription billing, and global payments for Software, SaaS and Online Services companies.  Over 4,000 of the most demanding digital businesses in over 180 countries trust Avangate including Absolute Software, Bitdefender, Brocade, FICO, HP Software, Kaspersky Lab, Telestream.  Avangate is headquartered in Atlanta, Georgia. To learn more, visit http://www.avangate.com/."
80689,BenefitPoint,benefitpoint.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,BenefitPoint is an employee-benefits infrastructure company for the distribution and management of group insurance and financial products.,"BenefitPoint is an employee-benefits infrastructure company for the distribution and management of group insurance and financial products. The company is based in San Francisco, California."
80826,BidTrac,bidtrac.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,"The company provides Internet technology based research, software development, and financial services.","BidTrac is an IT company that offers technology-based research, software development, and financial services to its clients. It was founded in 2000 and is based in Pennsylvania."
80874,Bill.com,bill.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Bookkeeping,Enterprise Apps:Finance and Accounting,Fintech:Digital Banking,Fintech:Omni Channel Banking","Digital Insurance,Credit risk assessment",Bill.com is the leading digital business payments company creating magically simple AP and AR solutions.,"Bill.com is the leading business payments company helping over 2M members process $36 billion in payments annually.   Bill.com saves companies over 50% of the time typically spent on financial back-office operations by automating end-to-end processes. Bill.com helps businesses connect and do business by tying together finance and accounting programs, banks, customers, vendors, accounting professionals, and documents.   The company is the choice of 3 of the top 10 U.S. banks; leading accounting software providers QuickBooks Online and Xero; and over 50 percent of the top 100 accounting firms. It is the only business payments solution endorsed by the American Institute of CPAs (AICPA). The recipient of more than 70 awards, Bill.com proudly received multiple PC Magazine’s Editor’s Choice Awards and CEO René Lacerte was recently recognized as an E&Y Entrepreneur of the Year."
80886,Billtrust,billtrust.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Finance and Accounting,Enterprise Apps:Invoice Management,Fintech:Digital Banking,Fintech:Omni Channel Banking","AI in Agriculture,Credit risk assessment",Billtrust helps companies improve their financial performance by accelerating the invoice-to-cash process.,"Billtrust is the premier provider of automated invoice-to-cash solutions. Billtrust integrates three key areas of the invoice-to-cash process: presentment, payment, and cash application, helping its clients connect with their customers and cash while strengthening their revenue and cash flow."
81317,Bluepay,bluepay.com,Financial Services,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Digital Payments,Fintech:Fraud management,Fintech:Mobile wallets,Fintech:Omni Channel Banking,Fintech:Payment Gateway,Fintech:Point of sale - PoS,Fintech:Tokenisation","Enterprise Collaboration,Insurtech,Credit Risk Assessment,Credit scoring,Credit risk assessment,Customer Relationship Management,Hospital Information Systems",Bluepay provides technology-enabled credit card payment processing services for businesses in the U.S. and Canada.,"BluePay is a leading provider of technology-enabled credit card payment processing services for enterprise, small and medium-sized businesses in the United States and Canada. Through physical POS, online and mobile interfaces, BluePay processes payments and provides real-time settlement, reporting and reconciliation along with robust security features such as tokenization and point-to-point encryption. BluePay is headquartered in Naperville, Illinois, with offices in Chicago and New York."
81874,BuysideFX,buysidefx.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking,Fintech:RegTech,Fintech:Risk management","tour booking,Online broker,Credit risk assessment",BuysideFX provides a currency management software platform for institutional money managers of FX trading.,"BuysideFX is a Currency Management Platform that provides a simple and effective FX trading strategy, solving foreign exchange problems for institutional money managers by supporting the entire lifecycle of trades.    BuysideFX reduces operational risk, streamlines workflow management, connects with any FX dealer via multi-dealer ECNs or single-dealer platforms, runs custom trading strategies, and provides workflow automation via BuysideFX Autopilot."
82424,CBG Holdings,cbgholdings.com,Financial Services,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,CBG Holdings develops electronic banking software for financial institutions.,"CBG Holdings, Inc. is a holding company, which through its subsidiary develops electronic banking software for financial institutions. Its software suite includes integrated modules for online banking, telephone banking, mobile banking, and core account management. CBG Holdings, Inc. was incorporated in 2005 and is based in Austin, Texas."
82567,Celoxica,celoxica.com,Financial Services,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Digital Payments,Fintech:InvestmentTech,Fintech:Omni Channel Banking,Fintech:Point of sale - PoS,Fintech:RegTech,Fintech:Risk management,Fintech:Roboadvisors","Enterprise Collaboration,tour booking,Online broker,Credit Risk Assessment,Credit risk assessment,Electronic Invoicing tools",Celoxica provides ultra-low latency market data access and order execution solutions for the advanced trading community.,"Based in London, United Kingdom, Celoxica delivers latency market data access and order execution solutions to the advanced trading community. The company’s solutions include a full range of market data feed handlers for the main U.S. and European equities, options, futures exchanges, and FX. With clients that include trading firms who co-locate their strategic applications in high frequency trading environments, market making, liquidity provision, algorithmic trading, and smart order routing, the company also offers a single access point for brokers and their clients by handling inbound FIX, credit check, and outbound native protocol to the execution venues. Celoxica was founded in 1996."
82589,Centage Corporation,centage.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Collaboration,Enterprise Apps:Project Management,Fintech:Digital Banking,Fintech:Omni Channel Banking","cognitive computing,AI in Supply Chain,Credit risk assessment",Centage Corporation is taking management and financial planning software to a new level,"Centage Corporation is taking management and financial planning software to a new level, offering extremely powerful yet affordable solutions for businesses and public sector organizations of all sizes. We offer a complete set of tools including budgeting software, financial forecasting and financial reporting software."
82765,Chargify,chargify.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Consumer Apps:Online retail,Enterprise Apps:Finance and Accounting,Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Chargify is an online service and platform that automates billing for recurring revenue businesses.,"Chargify is a leading recurring billing and subscription management platform that handles millions of subscriptions generating billions in revenue. From startups to Fortune 500, Chargify solves the complexities of recurring billing to help subscription-based businesses end the billing bottleneck.  At the center of Chargify’s platform is an engine that powers over 100,000 unique recurring billing scenarios ‘out of the box.’ Without writing custom billing code, businesses can launch products quickly, with accurate billing, and experiment with pricing models to optimize recurring revenue.   Beyond billing, Chargify manages the entire customer lifecycle. With Chargify at the core of the subscription process, businesses can generate revenue faster, provide better service, retain customers longer, and accurately track all of the associated metrics—eliminating the need for custom solutions and numerous third-party tools.   Chargify gives businesses the speed and flexibility to achieve their full growth potential."
83100,Clarus Systems,clarussystems.com,Telecom,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Call Centre,Enterprise Apps:Customer Service Managament,Fintech:Digital Banking,Fintech:Omni Channel Banking","ABM Software,Credit risk assessment","Clarus Systems provides integrated voice service management solutions for IP communication, and contact center deployments and upgrades.","Clarus Systems, Inc. provides integrated voice service management, testing and monitoring solutions for IP Communication and Contact Center deployments, upgrades and transformations."
83348,ClusterSeven,clusterseven.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking,Fintech:RegTech,Fintech:Risk management","tour booking,Online broker,Credit risk assessment",ClusterSeven offers enterprise-wide spreadsheet and data management software for financial institutions and reporting divisions.,"ClusterSeven Ltd. provides enterprise-wide spreadsheet and data management software to financial institutions and financial reporting divisions. The company offers ClusterSeven Enterprise Spreadsheet Manager that watches business-critical operational spreadsheets; and ClusterSeven Access Database Manager that watches Microsoft access databases. Its products are used to monitor and track spreadsheets and databases to enable users to manage governance, risk, and regulatory compliance obligations. The company serves its clients in capital markets, retail banking, asset management, hedge fund, insurance, energy, and pharmaceutical sectors, as well as audit firms.   ClusterSeven Ltd. was founded in 2003 and is headquartered in London, the United Kingdom with an additional office in New York."
83500,Collections Marketing Center,collectionsmarketing.com,"Advertising,Financial Services",,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Alternative Lending,Fintech:Commercial lending,Fintech:Digital Banking,Fintech:Omni Channel Banking,Fintech:Term Loans","Co working spaces,self learning algorithms,Credit risk assessment",CMC offers solutions that revolutionize collections and credit risk operations for large banks and lenders worldwide.,"Collections Marketing Center, Inc. (CMC) was founded in 2006, as lenders increasingly recognized that their collections operations were broken. Even at some of the largest lending institutions in the world, collections organizations are hindered by their inability to create a single, unified and consistent dialogue with debtors. This incoherence is the product of uncoordinated offers, treatments, and communications—driven by siloed organizations and technology platforms that constrain both the efficiency and effectiveness of collections operations."
83643,Complinet,complinet.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:AML Compliance,Fintech:Digital Banking,Fintech:Omni Channel Banking,Fintech:RegTech,Fintech:Risk management","tour booking,out of home advertising,Online broker,Credit risk assessment",Complinet provides risk and compliance solutions for the financial services industry.,"Complinet, Ltd. provides risk and compliance solutions to the financial services industry. The company offers information and technologies to track and connect external events, such as regulatory updates or sanction changes, with internal policy management and screening activities. Its solutions include Regulatory Insight that combines created and contributed news services, which are analyzed and contextualized through guidance and connected to existing and upcoming rules and regulations; and Policy Manager, an enterprise-wide content management and governance tool. The company also provides Global Screening that provides an end-to-end anti-money laundering solution, which alerts to relevant external changes and risks; and an e-learning solution that comprises a catalogue of e-learning courses, custom e-learning development, and a learning management system. It serves securities and banking, retail, asset management, insurance, and legal sectors. The company was founded in 1997 and is based in London, the United Kingdom with additional offices in New York and Dubai. Complinet, Ltd. is a subsidiary of Complinet Group, Ltd."
